fullname,html,id,likes,replies,retweets,text,timestamp,url,user,action
TheIsmaili.info,"<p class=""TweetTextSize js-tweet-text tweet-text"" data-aria-label-part=""0"" lang=""en"">.<a class=""twitter-atreply pretty-link js-nav"" data-mentioned-user-id=""33798654"" dir=""ltr"" href=""/nenshi""><s>@</s><b>nenshi</b></a>""I'm asking Canadians to give 3 anniversarygiftsofservice to the nation, big or small."" <a class=""twitter-hashtag pretty-link js-nav"" data-query-source=""hashtag_click"" dir=""ltr"" href=""/hashtag/ismaili?src=hash""><s>#</s><b>ismaili</b></a> <a class=""twitter-hashtag pretty-link js-nav"" data-query-source=""hashtag_click"" dir=""ltr"" href=""/hashtag/3thingsforcanada?src=hash""><s>#</s><b><strong>3thingsforcanada</strong></b></a>.ow.ly/3sRr30ccSWC <a class=""twitter-timeline-link u-hidden"" data-pre-embedded=""true"" dir=""ltr"" href=""https://t.co/2CqPSAI3zm"">pic.twitter.com/2CqPSAI3zm</a></p>",8.70E+17,4,0,1,".@nenshi""I'm asking Canadians to give 3 anniversarygiftsofservice to the nation, big or small."" #ismaili #3thingsforcanada.ow.ly/3sRr30ccSWC pic.twitter.com/2CqPSAI3zm",2017-05-31T22:04:08,/TheIsmailiinfo/status/870038211657170944,TheIsmailiinfo,n
Barb Miller,"<p class=""TweetTextSize js-tweet-text tweet-text"" data-aria-label-part=""0"" lang=""en"">Very cool initiative brought to my attention by <a class=""twitter-atreply pretty-link js-nav"" data-mentioned-user-id=""33798654"" dir=""ltr"" href=""/nenshi""><s>@</s><b>nenshi</b></a>. <a class=""twitter-hashtag pretty-link js-nav"" data-query-source=""hashtag_click"" dir=""ltr"" href=""/hashtag/3thingsforcanada?src=hash""><s>#</s><b><strong>3thingsforcanada</strong></b></a> <a class=""twitter-timeline-link"" data-expanded-url=""http://www.threethingsforcanada.ca/"" dir=""ltr"" href=""https://t.co/1dnOwz3kDo"" rel=""nofollow noopener"" target=""_blank"" title=""http://www.threethingsforcanada.ca/""><span class=""tco-ellipsis""></span><span class=""invisible"">http://www.</span><span class=""js-display-url"">threethingsforcanada.ca</span><span class=""invisible"">/</span><span class=""tco-ellipsis""><span class=""invisible""> </span></span></a></p>",8.70E+17,2,0,0,Very cool initiative brought to my attention by @nenshi. #3thingsforcanada http://www.threethingsforcanada.ca/ ,2017-05-31T21:38:51,/BarbMillerMLA/status/870031847962558464,BarbMillerMLA,n
PINnetworkGW,"<p class=""TweetTextSize js-tweet-text tweet-text"" data-aria-label-part=""4"" lang=""en"">Gr8 way to <a class=""twitter-hashtag pretty-link js-nav"" data-query-source=""hashtag_click"" dir=""ltr"" href=""/hashtag/volunteer?src=hash""><s>#</s><b>volunteer</b></a> as a family, w/ friends and celebrate this beautiful country! <a class=""twitter-hashtag pretty-link js-nav"" data-query-source=""hashtag_click"" dir=""ltr"" href=""/hashtag/Guelph?src=hash""><s>#</s><b>Guelph</b></a> <a class=""twitter-hashtag pretty-link js-nav"" data-query-source=""hashtag_click"" dir=""ltr"" href=""/hashtag/Canada?src=hash""><s>#</s><b>Canada</b></a> <a class=""twitter-hashtag pretty-link js-nav"" data-query-source=""hashtag_click"" dir=""ltr"" href=""/hashtag/3ThingsForCanada?src=hash""><s>#</s><b><strong>3ThingsForCanada</strong></b></a> <a class=""twitter-timeline-link u-hidden"" data-expanded-url=""https://twitter.com/RotaryGuelph/status/869999432552505345"" dir=""ltr"" href=""https://t.co/MLnFS8rb9n"" rel=""nofollow noopener"" target=""_blank"" title=""https://twitter.com/RotaryGuelph/status/869999432552505345""><span class=""tco-ellipsis""></span><span class=""invisible"">https://</span><span class=""js-display-url"">twitter.com/RotaryGuelph/s</span><span class=""invisible"">tatus/869999432552505345</span><span class=""tco-ellipsis""><span class=""invisible""> </span>…</span></a></p>",8.70E+17,0,0,2,"Gr8 way to #volunteer as a family, w/ friends and celebrate this beautiful country! #Guelph #Canada #3ThingsForCanada https://twitter.com/RotaryGuelph/status/869999432552505345 …",2017-05-31T20:59:00,/PINnetworkGW/status/870021819847372800,PINnetworkGW,n
Sameer Ali,"<p class=""TweetTextSize js-tweet-text tweet-text"" data-aria-label-part=""0"" lang=""en""><a class=""twitter-atreply pretty-link js-nav"" data-mentioned-user-id=""33798654"" dir=""ltr"" href=""/nenshi""><s>@</s><b>nenshi</b></a> thank you for your inspirational words yesterday and your time. <a class=""twitter-hashtag pretty-link js-nav"" data-query-source=""hashtag_click"" dir=""ltr"" href=""/hashtag/3thingsforcanada?src=hash""><s>#</s><b><strong>3thingsforcanada</strong></b></a> <a class=""twitter-hashtag pretty-link js-nav"" data-query-source=""hashtag_click"" dir=""ltr"" href=""/hashtag/canada150?src=hash""><s>#</s><b>canada150</b></a> <a class=""twitter-hashtag pretty-link js-nav"" data-query-source=""hashtag_click"" dir=""ltr"" href=""/hashtag/ismailicentres?src=hash""><s>#</s><b>ismailicentres</b></a><a class=""twitter-timeline-link u-hidden"" data-pre-embedded=""true"" dir=""ltr"" href=""https://t.co/9tKER8kmHe"">pic.twitter.com/9tKER8kmHe</a></p>",8.70E+17,2,0,0,@nenshi thank you for your inspirational words yesterday and your time. #3thingsforcanada #canada150 #ismailicentrespic.twitter.com/9tKER8kmHe,2017-05-31T19:02:34,/SameerAli24/status/869992518708076546,SameerAli24,n
PINnetworkGW,"<p class=""TweetTextSize js-tweet-text tweet-text"" data-aria-label-part=""0"" lang=""en""><a class=""twitter-hashtag pretty-link js-nav"" data-query-source=""hashtag_click"" dir=""ltr"" href=""/hashtag/WhatsYourType?src=hash""><s>#</s><b>WhatsYourType</b></a>? Curious? Check it out! <a class=""twitter-hashtag pretty-link js-nav"" data-query-source=""hashtag_click"" dir=""ltr"" href=""/hashtag/Volunteer?src=hash""><s>#</s><b>Volunteer</b></a> <a class=""twitter-hashtag pretty-link js-nav"" data-query-source=""hashtag_click"" dir=""ltr"" href=""/hashtag/Canada150?src=hash""><s>#</s><b>Canada150</b></a> <a class=""twitter-hashtag pretty-link js-nav"" data-query-source=""hashtag_click"" dir=""ltr"" href=""/hashtag/150for150?src=hash""><s>#</s><b>150for150</b></a> <a class=""twitter-hashtag pretty-link js-nav"" data-query-source=""hashtag_click"" dir=""ltr"" href=""/hashtag/3ThingsForCanada?src=hash""><s>#</s><b><strong>3ThingsForCanada</strong></b></a> <a class=""twitter-timeline-link"" data-expanded-url=""http://eepurl.com/cDHrJ9"" dir=""ltr"" href=""https://t.co/oRalonyfUF"" rel=""nofollow noopener"" target=""_blank"" title=""http://eepurl.com/cDHrJ9""><span class=""tco-ellipsis""></span><span class=""invisible"">http://</span><span class=""js-display-url"">eepurl.com/cDHrJ9</span><span class=""invisible""></span><span class=""tco-ellipsis""><span class=""invisible""> </span></span></a><a class=""twitter-timeline-link u-hidden"" data-pre-embedded=""true"" dir=""ltr"" href=""https://t.co/DgPGP9DIVz"">pic.twitter.com/DgPGP9DIVz</a></p>",8.35E+17,2,0,1,#WhatsYourType? Curious? Check it out! #Volunteer #Canada150 #150for150 #3ThingsForCanada http://eepurl.com/cDHrJ9 pic.twitter.com/DgPGP9DIVz,2017-02-24T19:59:46,/PINnetworkGW/status/835217676083544065,PINnetworkGW,n
Calgary Foundation,"<p class=""TweetTextSize js-tweet-text tweet-text"" data-aria-label-part=""4"" lang=""en"">Looking for a <a class=""twitter-hashtag pretty-link js-nav"" data-query-source=""hashtag_click"" dir=""ltr"" href=""/hashtag/3thingsforcanada?src=hash""><s>#</s><b><strong>3thingsforcanada</strong></b></a> idea? <a class=""twitter-atreply pretty-link js-nav"" data-mentioned-user-id=""81192417"" dir=""ltr"" href=""/calgarydropin""><s>@</s><b>calgarydropin</b></a> is in need of towels and razors.<a class=""twitter-timeline-link u-hidden"" data-expanded-url=""https://twitter.com/CityGal79/status/834926613355646976"" dir=""ltr"" href=""https://t.co/x6Ux8WlmUC"" rel=""nofollow noopener"" target=""_blank"" title=""https://twitter.com/CityGal79/status/834926613355646976""><span class=""tco-ellipsis""></span><span class=""invisible"">https://</span><span class=""js-display-url"">twitter.com/CityGal79/stat</span><span class=""invisible"">us/834926613355646976</span><span class=""tco-ellipsis""><span class=""invisible""> </span>…</span></a></p>",8.35E+17,6,0,8,Looking for a #3thingsforcanada idea? @calgarydropin is in need of towels and razors.https://twitter.com/CityGal79/status/834926613355646976 …,2017-02-24T19:07:49,/CalgFoundation/status/835204603637460992,CalgFoundation,n
CentreCongresQuebec,"<p class=""TweetTextSize js-tweet-text tweet-text"" data-aria-label-part=""4"" lang=""en"">Super proud to be included!Can't wait to see what our fellow Canadian convention centres come up with for their community. <a class=""twitter-hashtag pretty-link js-nav"" data-query-source=""hashtag_click"" dir=""ltr"" href=""/hashtag/3thingsforCanada?src=hash""><s>#</s><b><strong>3thingsforCanada</strong></b></a> <a class=""twitter-timeline-link u-hidden"" data-expanded-url=""https://twitter.com/3ThingsCanada/status/840259574334599168"" dir=""ltr"" href=""https://t.co/kNmKMwxJBh"" rel=""nofollow noopener"" target=""_blank"" title=""https://twitter.com/3ThingsCanada/status/840259574334599168""><span class=""tco-ellipsis""></span><span class=""invisible"">https://</span><span class=""js-display-url"">twitter.com/3ThingsCanada/</span><span class=""invisible"">status/840259574334599168</span><span class=""tco-ellipsis""><span class=""invisible""> </span>…</span></a></p>",8.41E+17,2,0,1,Super proud to be included!Can't wait to see what our fellow Canadian convention centres come up with for their community. #3thingsforCanada https://twitter.com/3ThingsCanada/status/840259574334599168 …,2017-03-13T13:10:25,/quebeccongres/status/841275253343059969,quebeccongres,n
Gerri,"<p class=""TweetTextSize js-tweet-text tweet-text"" data-aria-label-part=""0"" lang=""en"">I want <a class=""twitter-hashtag pretty-link js-nav"" data-query-source=""hashtag_click"" dir=""ltr"" href=""/hashtag/3thingsforcanada?src=hash""><s>#</s><b><strong>3thingsforcanada</strong></b></a> buttons. Who do I have to know to make that happen?</p>",8.40E+17,1,1,0,I want #3thingsforcanada buttons. Who do I have to know to make that happen?,2017-03-11T03:39:46,/wildrose76/status/840406868270833664,wildrose76,n
Darlene Litchie,"<p class=""TweetTextSize js-tweet-text tweet-text"" data-aria-label-part=""0"" lang=""en"">For <a class=""twitter-hashtag pretty-link js-nav"" data-query-source=""hashtag_click"" dir=""ltr"" href=""/hashtag/Canada150?src=hash""><s>#</s><b>Canada150</b></a> imagine if every Canadian did 3 things for their neighbourhood, their nation and their world <a class=""twitter-atreply pretty-link js-nav"" data-mentioned-user-id=""809424682940121088"" dir=""ltr"" href=""/3ThingsCanada""><s>@</s><b>3ThingsCanada</b></a> <a class=""twitter-hashtag pretty-link js-nav"" data-query-source=""hashtag_click"" dir=""ltr"" href=""/hashtag/3ThingsForCanada?src=hash""><s>#</s><b><strong>3ThingsForCanada</strong></b></a></p>",8.35E+17,2,0,0,"For #Canada150 imagine if every Canadian did 3 things for their neighbourhood, their nation and their world @3ThingsCanada #3ThingsForCanada",2017-02-23T17:24:26,/dobrianalychyj/status/834816199292747776,dobrianalychyj,n
3 Things for Canada,"<p class=""TweetTextSize js-tweet-text tweet-text"" data-aria-label-part=""4"" lang=""en"">Thank you for your support <a class=""twitter-atreply pretty-link js-nav"" data-mentioned-user-id=""216045870"" dir=""ltr"" href=""/Mayor_Bowman""><s>@</s><b>Mayor_Bowman</b></a>! We can't wait to see what Winnipeggers come up with for their <a class=""twitter-hashtag pretty-link js-nav"" data-query-source=""hashtag_click"" dir=""ltr"" href=""/hashtag/3ThingsforCanada?src=hash""><s>#</s><b><strong>3ThingsforCanada</strong></b></a>! <a class=""twitter-timeline-link u-hidden"" data-expanded-url=""https://twitter.com/mayor_bowman/status/834471056656179200"" dir=""ltr"" href=""https://t.co/cH5a1X7dxI"" rel=""nofollow noopener"" target=""_blank"" title=""https://twitter.com/mayor_bowman/status/834471056656179200""><span class=""tco-ellipsis""></span><span class=""invisible"">https://</span><span class=""js-display-url"">twitter.com/mayor_bowman/s</span><span class=""invisible"">tatus/834471056656179200</span><span class=""tco-ellipsis""><span class=""invisible""> </span>…</span></a></p>",8.34E+17,4,0,2,Thank you for your support @Mayor_Bowman! We can't wait to see what Winnipeggers come up with for their #3ThingsforCanada! https://twitter.com/mayor_bowman/status/834471056656179200 …,2017-02-22T19:28:45,/3ThingsCanada/status/834485096497373184,3ThingsCanada,n
Arctic Aviation 150,"<p class=""TweetTextSize js-tweet-text tweet-text"" data-aria-label-part=""0"" lang=""en"">What are <a class=""twitter-hashtag pretty-link js-nav"" data-query-source=""hashtag_click"" dir=""ltr"" href=""/hashtag/3ThingsForCanada?src=hash""><s>#</s><b><strong>3ThingsForCanada</strong></b></a> <a class=""twitter-atreply pretty-link js-nav"" data-mentioned-user-id=""219129700"" dir=""ltr"" href=""/ArcticTour150""><s>@</s><b>ArcticTour150</b></a> have done <a class=""twitter-atreply pretty-link js-nav"" data-mentioned-user-id=""33798654"" dir=""ltr"" href=""/nenshi""><s>@</s><b>nenshi</b></a> please retweet <a class=""twitter-atreply pretty-link js-nav"" data-mentioned-user-id=""620201089"" dir=""ltr"" href=""/canada150th""><s>@</s><b>canada150th</b></a> <a class=""twitter-hashtag pretty-link js-nav"" data-query-source=""hashtag_click"" dir=""ltr"" href=""/hashtag/LetsMake150Count?src=hash""><s>#</s><b>LetsMake150Count</b></a><a class=""twitter-timeline-link u-hidden"" data-pre-embedded=""true"" dir=""ltr"" href=""https://t.co/DOhPEdd3Fs"">pic.twitter.com/DOhPEdd3Fs</a></p>",8.89E+17,2,0,5,What are #3ThingsForCanada @ArcticTour150 have done @nenshi please retweet @canada150th #LetsMake150Countpic.twitter.com/DOhPEdd3Fs,2017-07-22T19:05:55,/ArcticTour150/status/888837528001826816,ArcticTour150,n
3 Things for Canada,"<p class=""TweetTextSize js-tweet-text tweet-text"" data-aria-label-part=""4"" lang=""en"">Fun weekend project?! <img alt=""??"" aria-label=""Emoji: Hugging face"" class=""Emoji Emoji--forText"" draggable=""false"" src=""https://abs.twimg.com/emoji/v2/72x72/1f917.png"" title=""Hugging face""/><a class=""twitter-hashtag pretty-link js-nav"" data-query-source=""hashtag_click"" dir=""ltr"" href=""/hashtag/3ThingsforCanada?src=hash""><s>#</s><b><strong>3ThingsforCanada</strong></b></a> <a class=""twitter-timeline-link u-hidden"" data-expanded-url=""https://twitter.com/LtlFreeLibrary/status/888128930711863296"" dir=""ltr"" href=""https://t.co/KB3yZtsO80"" rel=""nofollow noopener"" target=""_blank"" title=""https://twitter.com/LtlFreeLibrary/status/888128930711863296""><span class=""tco-ellipsis""></span><span class=""invisible"">https://</span><span class=""js-display-url"">twitter.com/LtlFreeLibrary</span><span class=""invisible"">/status/888128930711863296</span><span class=""tco-ellipsis""><span class=""invisible""> </span>…</span></a></p>",8.88E+17,1,0,3,Fun weekend project?! #3ThingsforCanada https://twitter.com/LtlFreeLibrary/status/888128930711863296 …,2017-07-21T15:36:38,/3ThingsCanada/status/888422474345357313,3ThingsCanada,n
CalgaryPublicLibrary,"<p class=""TweetTextSize js-tweet-text tweet-text"" data-aria-label-part=""0"" lang=""en"">Action Squads from Fish Creek Library are busy brainstorming ways to keep <a class=""twitter-atreply pretty-link js-nav"" data-mentioned-user-id=""259937913"" dir=""ltr"" href=""/fish_creek""><s>@</s><b>Fish_Creek</b></a> Park safe for dogs! <a class=""twitter-hashtag pretty-link js-nav"" data-query-source=""hashtag_click"" dir=""ltr"" href=""/hashtag/3ThingsforCanada?src=hash""><s>#</s><b><strong>3ThingsforCanada</strong></b></a> <a class=""twitter-timeline-link u-hidden"" data-pre-embedded=""true"" dir=""ltr"" href=""https://t.co/RfHYceAJLm"">pic.twitter.com/RfHYceAJLm</a></p>",8.94E+17,3,0,1,Action Squads from Fish Creek Library are busy brainstorming ways to keep @Fish_Creek Park safe for dogs! #3ThingsforCanada pic.twitter.com/RfHYceAJLm,2017-08-04T21:35:03,/calgarylibrary/status/893586101377564672,calgarylibrary,y
Stephanie Nemcsok,"<p class=""TweetTextSize js-tweet-text tweet-text"" data-aria-label-part=""0"" lang=""en"">SO excited to see the projects <a class=""twitter-hashtag pretty-link js-nav"" data-query-source=""hashtag_click"" dir=""ltr"" href=""/hashtag/yyc?src=hash""><s>#</s><b>yyc</b></a> children created in their Action Squad @ Nicholls Family <a class=""twitter-hashtag pretty-link js-nav"" data-query-source=""hashtag_click"" dir=""ltr"" href=""/hashtag/Library?src=hash""><s>#</s><b>Library</b></a>! <a class=""twitter-hashtag pretty-link js-nav"" data-query-source=""hashtag_click"" dir=""ltr"" href=""/hashtag/3thingsforCanada?src=hash""><s>#</s><b><strong>3thingsforCanada</strong></b></a> <a class=""twitter-atreply pretty-link js-nav"" data-mentioned-user-id=""27901722"" dir=""ltr"" href=""/calgarylibrary""><s>@</s><b>calgarylibrary</b></a><a class=""twitter-timeline-link u-hidden"" data-pre-embedded=""true"" dir=""ltr"" href=""https://t.co/KCS02BnQZy"">pic.twitter.com/KCS02BnQZy</a></p>",8.93E+17,5,0,1,SO excited to see the projects #yyc children created in their Action Squad @ Nicholls Family #Library! #3thingsforCanada @calgarylibrarypic.twitter.com/KCS02BnQZy,2017-08-03T22:53:32,/book_traveller/status/893243465693151232,book_traveller,n
Kelsey Chadwick,"<p class=""TweetTextSize js-tweet-text tweet-text"" data-aria-label-part=""0"" lang=""en"">Working on my <a class=""twitter-hashtag pretty-link js-nav"" data-query-source=""hashtag_click"" dir=""ltr"" href=""/hashtag/3thingsforCanada?src=hash""><s>#</s><b><strong>3thingsforCanada</strong></b></a> 1) Teaching english classes to new Canadians 2)Volunteering for municipal election 3)TBD <a class=""twitter-hashtag pretty-link js-nav"" data-query-source=""hashtag_click"" dir=""ltr"" href=""/hashtag/GivingBack?src=hash""><s>#</s><b>GivingBack</b></a></p>",8.93E+17,5,0,2,Working on my #3thingsforCanada 1) Teaching english classes to new Canadians 2)Volunteering for municipal election 3)TBD #GivingBack,2017-08-02T19:46:56,/Kelsey_Chad/status/892834116416045056,Kelsey_Chad,y
PINnetworkGW,"<p class=""TweetTextSize js-tweet-text tweet-text"" data-aria-label-part=""0"" lang=""en"">Hey <a class=""twitter-hashtag pretty-link js-nav"" data-query-source=""hashtag_click"" dir=""ltr"" href=""/hashtag/Guelph?src=hash""><s>#</s><b>Guelph</b></a> We've got a new addition to the office! Curious? Ask us ... <a class=""twitter-hashtag pretty-link js-nav"" data-query-source=""hashtag_click"" dir=""ltr"" href=""/hashtag/3ThingsForCanada?src=hash""><s>#</s><b><strong>3ThingsForCanada</strong></b></a> <a class=""twitter-timeline-link u-hidden"" data-pre-embedded=""true"" dir=""ltr"" href=""https://t.co/5GHS8GiGFE"">pic.twitter.com/5GHS8GiGFE</a></p>",8.62E+17,4,0,2,Hey #Guelph We've got a new addition to the office! Curious? Ask us ... #3ThingsForCanada pic.twitter.com/5GHS8GiGFE,2017-05-09T14:52:46,/PINnetworkGW/status/861957120006254592,PINnetworkGW,n
Team Unite,"<p class=""TweetTextSize js-tweet-text tweet-text"" data-aria-label-part=""0"" lang=""en"">Hello Mayor <a class=""twitter-atreply pretty-link js-nav"" data-mentioned-user-id=""33798654"" dir=""ltr"" href=""/nenshi""><s>@</s><b>nenshi</b></a>! Here is what we are doing for <a class=""twitter-hashtag pretty-link js-nav"" data-query-source=""hashtag_click"" dir=""ltr"" href=""/hashtag/3thingsforCanada?src=hash""><s>#</s><b><strong>3thingsforCanada</strong></b></a> <a class=""twitter-hashtag pretty-link js-nav"" data-query-source=""hashtag_click"" dir=""ltr"" href=""/hashtag/Canada150?src=hash""><s>#</s><b>Canada150</b></a> this is our YouTube video:<a class=""twitter-timeline-link u-hidden"" data-expanded-url=""https://www.youtube.com/watch?v=xgIN4kOjkxI"" dir=""ltr"" href=""https://t.co/3OiNtIJ5Wy"" rel=""nofollow noopener"" target=""_blank"" title=""https://www.youtube.com/watch?v=xgIN4kOjkxI""><span class=""tco-ellipsis""></span><span class=""invisible"">https://www.</span><span class=""js-display-url"">youtube.com/watch?v=xgIN4k</span><span class=""invisible"">OjkxI</span><span class=""tco-ellipsis""><span class=""invisible""> </span>…</span></a></p>",8.62E+17,3,0,0,Hello Mayor @nenshi! Here is what we are doing for #3thingsforCanada #Canada150 this is our YouTube video:https://www.youtube.com/watch?v=xgIN4kOjkxI …,2017-05-09T00:12:08,/TeamUniteYYC/status/861735500624781312,TeamUniteYYC,n
CalgaryConventionCtr,"<p class=""TweetTextSize js-tweet-text tweet-text"" data-aria-label-part=""0"" lang=""en"">The Sales & Marketing team did their first <a class=""twitter-hashtag pretty-link js-nav"" data-query-source=""hashtag_click"" dir=""ltr"" href=""/hashtag/3ThingsforCanada?src=hash""><s>#</s><b><strong>3ThingsforCanada</strong></b></a> challenge by volunteering at <a class=""twitter-atreply pretty-link js-nav"" data-mentioned-user-id=""2196614258"" dir=""ltr"" href=""/CalgaryParks""><s>@</s><b>CalgaryParks</b></a> <a class=""twitter-hashtag pretty-link js-nav"" data-query-source=""hashtag_click"" dir=""ltr"" href=""/hashtag/yycclean?src=hash""><s>#</s><b>yycclean</b></a>! <a class=""twitter-hashtag pretty-link js-nav"" data-query-source=""hashtag_click"" dir=""ltr"" href=""/hashtag/CTCCares?src=hash""><s>#</s><b>CTCCares</b></a><a class=""twitter-timeline-link u-hidden"" data-pre-embedded=""true"" dir=""ltr"" href=""https://t.co/qkPYrCoJwU"">pic.twitter.com/qkPYrCoJwU</a></p>",8.61E+17,2,0,4,The Sales & Marketing team did their first #3ThingsforCanada challenge by volunteering at @CalgaryParks #yycclean! #CTCCarespic.twitter.com/qkPYrCoJwU,2017-05-07T18:51:18,/CTCC_Calgary/status/861292371685724160,CTCC_Calgary,y
Kelsey Hipkin,"<p class=""TweetTextSize js-tweet-text tweet-text"" data-aria-label-part=""0"" lang=""en""><a class=""twitter-hashtag pretty-link js-nav"" data-query-source=""hashtag_click"" dir=""ltr"" href=""/hashtag/3thingsforCanada?src=hash""><s>#</s><b><strong>3thingsforCanada</strong></b></a> 1. Became a member of Royal Canadian Legion and Southern Alberta Pioneers to honour, support and learn more of my history</p>",8.92E+17,2,0,0,"#3thingsforCanada 1. Became a member of Royal Canadian Legion and Southern Alberta Pioneers to honour, support and learn more of my history",2017-08-01T16:28:00,/KelseyHip/status/892421667477012481,KelseyHip,y
3 Things for Canada,"<p class=""TweetTextSize js-tweet-text tweet-text"" data-aria-label-part=""4"" lang=""en"">Thanks, <a class=""twitter-atreply pretty-link js-nav"" data-mentioned-user-id=""22177599"" dir=""ltr"" href=""/CanadianPacific""><s>@</s><b>CanadianPacific</b></a>, for spreading <a class=""twitter-hashtag pretty-link js-nav"" data-query-source=""hashtag_click"" dir=""ltr"" href=""/hashtag/3ThingsforCanada?src=hash""><s>#</s><b><strong>3ThingsforCanada</strong></b></a> across the nation! <a class=""twitter-timeline-link u-hidden"" data-expanded-url=""https://twitter.com/canadianpacific/status/891847705416290304"" dir=""ltr"" href=""https://t.co/3ISOzaXeyS"" rel=""nofollow noopener"" target=""_blank"" title=""https://twitter.com/canadianpacific/status/891847705416290304""><span class=""tco-ellipsis""></span><span class=""invisible"">https://</span><span class=""js-display-url"">twitter.com/canadianpacifi</span><span class=""invisible"">c/status/891847705416290304</span><span class=""tco-ellipsis""><span class=""invisible""> </span>…</span></a></p>",8.92E+17,0,0,0,"Thanks, @CanadianPacific, for spreading #3ThingsforCanada across the nation! https://twitter.com/canadianpacific/status/891847705416290304 …",2017-07-31T15:14:14,/3ThingsCanada/status/892040717383507968,3ThingsCanada,n
Vance Badawey M.P.,"<p class=""TweetTextSize js-tweet-text tweet-text"" data-aria-label-part=""0"" lang=""en"">Celebrate <a class=""twitter-hashtag pretty-link js-nav"" data-query-source=""hashtag_click"" dir=""ltr"" href=""/hashtag/Canada150?src=hash""><s>#</s><b>Canada150</b></a> in a special way: by doing <a class=""twitter-hashtag pretty-link js-nav"" data-query-source=""hashtag_click"" dir=""ltr"" href=""/hashtag/3ThingsForCanada?src=hash""><s>#</s><b><strong>3ThingsForCanada</strong></b></a> Make your city, Canada & the world a better place <a class=""twitter-timeline-link"" data-expanded-url=""http://bit.ly/2kRQc9U"" dir=""ltr"" href=""https://t.co/ArbKGeTj3p"" rel=""nofollow noopener"" target=""_blank"" title=""http://bit.ly/2kRQc9U""><span class=""tco-ellipsis""></span><span class=""invisible"">http://</span><span class=""js-display-url"">bit.ly/2kRQc9U</span><span class=""invisible""></span><span class=""tco-ellipsis""><span class=""invisible""> </span></span></a><a class=""twitter-timeline-link u-hidden"" data-pre-embedded=""true"" dir=""ltr"" href=""https://t.co/kpb8xDCDeK"">pic.twitter.com/kpb8xDCDeK</a></p>",8.34E+17,5,0,2,"Celebrate #Canada150 in a special way: by doing #3ThingsForCanada Make your city, Canada & the world a better place http://bit.ly/2kRQc9U pic.twitter.com/kpb8xDCDeK",2017-02-20T19:57:30,/VBadawey/status/833767554262892544,VBadawey,n
New Citizenship,"<p class=""TweetTextSize js-tweet-text tweet-text"" data-aria-label-part=""0"" lang=""en"">Absolutely love <a class=""twitter-hashtag pretty-link js-nav"" data-query-source=""hashtag_click"" dir=""ltr"" href=""/hashtag/3thingsforcanada?src=hash""><s>#</s><b><strong>3thingsforcanada</strong></b></a> - can we do this here in the UK too? <a class=""twitter-atreply pretty-link js-nav"" data-mentioned-user-id=""2315374327"" dir=""ltr"" href=""/64M_Artists""><s>@</s><b>64M_Artists</b></a> <a class=""twitter-atreply pretty-link js-nav"" data-mentioned-user-id=""40442374"" dir=""ltr"" href=""/RockCorps""><s>@</s><b>RockCorps</b></a> <a class=""twitter-atreply pretty-link js-nav"" data-mentioned-user-id=""1530515522"" dir=""ltr"" href=""/iwill_campaign""><s>@</s><b>iwill_campaign</b></a> <a class=""twitter-atreply pretty-link js-nav"" data-mentioned-user-id=""237715569"" dir=""ltr"" href=""/BiteTheBallot""><s>@</s><b>BiteTheBallot</b></a> <a class=""twitter-hashtag pretty-link js-nav"" data-query-source=""hashtag_click"" dir=""ltr"" href=""/hashtag/Citizenshift?src=hash""><s>#</s><b>Citizenshift</b></a></p>",8.34E+17,8,1,0,Absolutely love #3thingsforcanada - can we do this here in the UK too? @64M_Artists @RockCorps @iwill_campaign @BiteTheBallot #Citizenshift,2017-02-20T12:26:05,/NewCitProj/status/833653954504511488,NewCitProj,n
Amanda Burgener,"<p class=""TweetTextSize js-tweet-text tweet-text"" data-aria-label-part=""0"" lang=""en"">it was one of my <a class=""twitter-hashtag pretty-link js-nav"" data-query-source=""hashtag_click"" dir=""ltr"" href=""/hashtag/3thingsforCanada?src=hash""><s>#</s><b><strong>3thingsforCanada</strong></b></a> as per <a class=""twitter-atreply pretty-link js-nav"" data-mentioned-user-id=""33798654"" dir=""ltr"" href=""/nenshi""><s>@</s><b>nenshi</b></a> - wanting to help my community even w/ newborn +no free time! <a class=""twitter-hashtag pretty-link js-nav"" data-query-source=""hashtag_click"" dir=""ltr"" href=""/hashtag/milk?src=hash""><s>#</s><b>milk</b></a> <a class=""twitter-hashtag pretty-link js-nav"" data-query-source=""hashtag_click"" dir=""ltr"" href=""/hashtag/life?src=hash""><s>#</s><b>life</b></a></p>",8.33E+17,5,0,2,it was one of my #3thingsforCanada as per @nenshi - wanting to help my community even w/ newborn +no free time! #milk #life,2017-02-18T18:47:29,/amanda_en_ciel/status/833025157975248896,amanda_en_ciel,n
