fullname,html,id,likes,replies,retweets,text,timestamp,url,user,action
Nancy Close,"<p class=""TweetTextSize js-tweet-text tweet-text"" data-aria-label-part=""4"" lang=""en"">Still thinking about my <a class=""twitter-hashtag pretty-link js-nav"" data-query-source=""hashtag_click"" dir=""ltr"" href=""/hashtag/3thingsforcanada?src=hash""><s>#</s><b><strong>3thingsforcanada</strong></b></a> <a class=""twitter-timeline-link u-hidden"" data-expanded-url=""https://twitter.com/Vicmoyyc/status/820497543150772226"" dir=""ltr"" href=""https://t.co/Su6jy8Wruz"" rel=""nofollow noopener"" target=""_blank"" title=""https://twitter.com/Vicmoyyc/status/820497543150772226""><span class=""tco-ellipsis""></span><span class=""invisible"">https://</span><span class=""js-display-url"">twitter.com/Vicmoyyc/statu</span><span class=""invisible"">s/820497543150772226</span><span class=""tco-ellipsis""><span class=""invisible""> </span>…</span></a></p>",8.21E+17,1,1,0,Still thinking about my #3thingsforcanada https://twitter.com/Vicmoyyc/status/820497543150772226 …,2017-01-15T19:28:26,/neclose/status/820714277421989888,neclose,n
BBBS PEI,"<p class=""TweetTextSize js-tweet-text tweet-text"" data-aria-label-part=""0"" lang=""en""><a class=""twitter-atreply pretty-link js-nav"" data-mentioned-user-id=""33798654"" dir=""ltr"" href=""/nenshi""><s>@</s><b>Nenshi</b></a> is challenging Canadians to give <a class=""twitter-hashtag pretty-link js-nav"" data-query-source=""hashtag_click"" dir=""ltr"" href=""/hashtag/3thingsforcanada?src=hash""><s>#</s><b><strong>3thingsforcanada</strong></b></a> for <a class=""twitter-hashtag pretty-link js-nav"" data-query-source=""hashtag_click"" dir=""ltr"" href=""/hashtag/Canada150?src=hash""><s>#</s><b>Canada150</b></a>. Become a Mentor & make our community stronger for the next 150<a class=""twitter-timeline-link u-hidden"" data-pre-embedded=""true"" dir=""ltr"" href=""https://t.co/Cx8qJcizaf"">pic.twitter.com/Cx8qJcizaf</a></p>",8.20E+17,16,0,11,@Nenshi is challenging Canadians to give #3thingsforcanada for #Canada150. Become a Mentor & make our community stronger for the next 150pic.twitter.com/Cx8qJcizaf,2017-01-14T11:53:04,/BBBSPEI/status/820237293948698624,BBBSPEI,n
3 Things for Canada,"<p class=""TweetTextSize js-tweet-text tweet-text"" data-aria-label-part=""4"" lang=""en"">So if the genome Thing overwhelms you a bit, start your <a class=""twitter-hashtag pretty-link js-nav"" data-query-source=""hashtag_click"" dir=""ltr"" href=""/hashtag/3ThingsforCanada?src=hash""><s>#</s><b><strong>3ThingsforCanada</strong></b></a> on a smaller, more neighbourhood scale. <a class=""twitter-timeline-link"" data-expanded-url=""http://www.threethingsforcanada.ca/"" dir=""ltr"" href=""https://t.co/NXF8L5Nlyy"" rel=""nofollow noopener"" target=""_blank"" title=""http://www.threethingsforcanada.ca/""><span class=""tco-ellipsis""></span><span class=""invisible"">http://www.</span><span class=""js-display-url"">threethingsforcanada.ca</span><span class=""invisible"">/</span><span class=""tco-ellipsis""><span class=""invisible""> </span></span></a><a class=""twitter-timeline-link u-hidden"" data-expanded-url=""https://twitter.com/cp24/status/819956575406354432"" dir=""ltr"" href=""https://t.co/PTIGB2Qxhw"" rel=""nofollow noopener"" target=""_blank"" title=""https://twitter.com/cp24/status/819956575406354432""><span class=""tco-ellipsis""></span><span class=""invisible"">https://</span><span class=""js-display-url"">twitter.com/cp24/status/81</span><span class=""invisible"">9956575406354432</span><span class=""tco-ellipsis""><span class=""invisible""> </span>…</span></a></p>",8.20E+17,1,0,1,"So if the genome Thing overwhelms you a bit, start your #3ThingsforCanada on a smaller, more neighbourhood scale. http://www.threethingsforcanada.ca/ https://twitter.com/cp24/status/819956575406354432 …",2017-01-13T17:47:10,/3ThingsCanada/status/819964015237443585,3ThingsCanada,n
Calgary Foundation,"<p class=""TweetTextSize js-tweet-text tweet-text"" data-aria-label-part=""4"" lang=""en"">For Canada’s 150th birthday, let’s all give a gift of three things—three acts of service. <a class=""twitter-hashtag pretty-link js-nav"" data-query-source=""hashtag_click"" dir=""ltr"" href=""/hashtag/3ThingsforCanada?src=hash""><s>#</s><b><strong>3ThingsforCanada</strong></b></a> <a class=""twitter-hashtag pretty-link js-nav"" data-query-source=""hashtag_click"" dir=""ltr"" href=""/hashtag/community?src=hash""><s>#</s><b>community</b></a><a class=""twitter-timeline-link u-hidden"" data-expanded-url=""https://twitter.com/nenshi/status/815690285095129089"" dir=""ltr"" href=""https://t.co/Oad9Fv9ijC"" rel=""nofollow noopener"" target=""_blank"" title=""https://twitter.com/nenshi/status/815690285095129089""><span class=""tco-ellipsis""></span><span class=""invisible"">https://</span><span class=""js-display-url"">twitter.com/nenshi/status/</span><span class=""invisible"">815690285095129089</span><span class=""tco-ellipsis""><span class=""invisible""> </span>…</span></a></p>",8.16E+17,13,0,8,"For Canada’s 150th birthday, let’s all give a gift of three things—three acts of service. #3ThingsforCanada #communityhttps://twitter.com/nenshi/status/815690285095129089 …",2017-01-03T22:42:10,/CalgFoundation/status/816414379541295104,CalgFoundation,n
3 Things for Canada,"<p class=""TweetTextSize js-tweet-text tweet-text"" data-aria-label-part=""4"" lang=""en"">Oh yay, talk like this gives us goosebumps... <a class=""twitter-hashtag pretty-link js-nav"" data-query-source=""hashtag_click"" dir=""ltr"" href=""/hashtag/3thingsforcanada?src=hash""><s>#</s><b><strong>3thingsforcanada</strong></b></a> <a class=""twitter-timeline-link u-hidden"" data-expanded-url=""https://twitter.com/jmsmallman/status/816364907566338048"" dir=""ltr"" href=""https://t.co/jjpqf7Y1uS"" rel=""nofollow noopener"" target=""_blank"" title=""https://twitter.com/jmsmallman/status/816364907566338048""><span class=""tco-ellipsis""></span><span class=""invisible"">https://</span><span class=""js-display-url"">twitter.com/jmsmallman/sta</span><span class=""invisible"">tus/816364907566338048</span><span class=""tco-ellipsis""><span class=""invisible""> </span>…</span></a></p>",8.16E+17,1,0,0,"Oh yay, talk like this gives us goosebumps... #3thingsforcanada https://twitter.com/jmsmallman/status/816364907566338048 …",2017-01-03T20:10:37,/3ThingsCanada/status/816376237870284800,3ThingsCanada,n
3 Things for Canada,"<p class=""TweetTextSize js-tweet-text tweet-text"" data-aria-label-part=""4"" lang=""en"">Whoo hoo! We'd love to hear about those 3 projects. <a class=""twitter-hashtag pretty-link js-nav"" data-query-source=""hashtag_click"" dir=""ltr"" href=""/hashtag/3ThingsforCanada?src=hash""><s>#</s><b><strong>3ThingsforCanada</strong></b></a> <a class=""twitter-hashtag pretty-link js-nav"" data-query-source=""hashtag_click"" dir=""ltr"" href=""/hashtag/Canada150?src=hash""><s>#</s><b>Canada150</b></a><a class=""twitter-timeline-link u-hidden"" data-expanded-url=""https://twitter.com/philbobawsky/status/816011542537924608"" dir=""ltr"" href=""https://t.co/rMuEm1qAhk"" rel=""nofollow noopener"" target=""_blank"" title=""https://twitter.com/philbobawsky/status/816011542537924608""><span class=""tco-ellipsis""></span><span class=""invisible"">https://</span><span class=""js-display-url"">twitter.com/philbobawsky/s</span><span class=""invisible"">tatus/816011542537924608</span><span class=""tco-ellipsis""><span class=""invisible""> </span>…</span></a></p>",8.16E+17,1,0,0,Whoo hoo! We'd love to hear about those 3 projects. #3ThingsforCanada #Canada150https://twitter.com/philbobawsky/status/816011542537924608 …,2017-01-03T18:17:46,/3ThingsCanada/status/816347840179884033,3ThingsCanada,n
3 Things for Canada,"<p class=""TweetTextSize js-tweet-text tweet-text"" data-aria-label-part=""4"" lang=""en"">Here's a Thing for <a class=""twitter-hashtag pretty-link js-nav"" data-query-source=""hashtag_click"" dir=""ltr"" href=""/hashtag/Winnipeg?src=hash""><s>#</s><b>Winnipeg</b></a> - <a class=""twitter-hashtag pretty-link js-nav"" data-query-source=""hashtag_click"" dir=""ltr"" href=""/hashtag/3ThingsforCanada?src=hash""><s>#</s><b><strong>3ThingsforCanada</strong></b></a> <a class=""twitter-hashtag pretty-link js-nav"" data-query-source=""hashtag_click"" dir=""ltr"" href=""/hashtag/Canada150?src=hash""><s>#</s><b>Canada150</b></a><a class=""twitter-timeline-link u-hidden"" data-expanded-url=""https://twitter.com/2017canadagames/status/816328633027592193"" dir=""ltr"" href=""https://t.co/eo5wmDWTKc"" rel=""nofollow noopener"" target=""_blank"" title=""https://twitter.com/2017canadagames/status/816328633027592193""><span class=""tco-ellipsis""></span><span class=""invisible"">https://</span><span class=""js-display-url"">twitter.com/2017canadagame</span><span class=""invisible"">s/status/816328633027592193</span><span class=""tco-ellipsis""><span class=""invisible""> </span>…</span></a></p>",8.16E+17,3,0,3,Here's a Thing for #Winnipeg - #3ThingsforCanada #Canada150https://twitter.com/2017canadagames/status/816328633027592193 …,2017-01-03T18:14:54,/3ThingsCanada/status/816347119661379584,3ThingsCanada,n
DDS grade 3,"<p class=""TweetTextSize js-tweet-text tweet-text"" data-aria-label-part=""0"" lang=""en""><a class=""twitter-atreply pretty-link js-nav"" data-mentioned-user-id=""33798654"" dir=""ltr"" href=""/nenshi""><s>@</s><b>nenshi</b></a> Exporing our passions to find our <a class=""twitter-hashtag pretty-link js-nav"" data-query-source=""hashtag_click"" dir=""ltr"" href=""/hashtag/3ThingsforCanada?src=hash""><s>#</s><b><strong>3ThingsforCanada</strong></b></a> <a class=""twitter-timeline-link u-hidden"" data-pre-embedded=""true"" dir=""ltr"" href=""https://t.co/SCKTpweZuZ"">pic.twitter.com/SCKTpweZuZ</a></p>",8.16E+17,11,0,4,@nenshi Exporing our passions to find our #3ThingsforCanada pic.twitter.com/SCKTpweZuZ,2017-01-03T18:12:05,/grade3dds/status/816346409372827648,grade3dds,n
NorthernerAfoot,"<p class=""TweetTextSize js-tweet-text tweet-text"" data-aria-label-part=""4"" lang=""en"">Head's up philanthropists and non profits!! <a class=""twitter-hashtag pretty-link js-nav"" data-query-source=""hashtag_click"" dir=""ltr"" href=""/hashtag/3thingsforcanada?src=hash""><s>#</s><b><strong>3thingsforcanada</strong></b></a> <a class=""twitter-hashtag pretty-link js-nav"" data-query-source=""hashtag_click"" dir=""ltr"" href=""/hashtag/philanthropy?src=hash""><s>#</s><b>philanthropy</b></a> <a class=""twitter-hashtag pretty-link js-nav"" data-query-source=""hashtag_click"" dir=""ltr"" href=""/hashtag/abetterworld?src=hash""><s>#</s><b>abetterworld</b></a> <a class=""twitter-hashtag pretty-link js-nav"" data-query-source=""hashtag_click"" dir=""ltr"" href=""/hashtag/albertastrong?src=hash""><s>#</s><b>albertastrong</b></a><a class=""twitter-timeline-link u-hidden"" data-expanded-url=""https://twitter.com/AlbertaCulture/status/815981347340689408"" dir=""ltr"" href=""https://t.co/h17DggiLpA"" rel=""nofollow noopener"" target=""_blank"" title=""https://twitter.com/AlbertaCulture/status/815981347340689408""><span class=""tco-ellipsis""></span><span class=""invisible"">https://</span><span class=""js-display-url"">twitter.com/AlbertaCulture</span><span class=""invisible"">/status/815981347340689408</span><span class=""tco-ellipsis""><span class=""invisible""> </span>…</span></a></p>",8.16E+17,0,0,0,Head's up philanthropists and non profits!! #3thingsforcanada #philanthropy #abetterworld #albertastronghttps://twitter.com/AlbertaCulture/status/815981347340689408 …,2017-01-03T00:22:59,/AmLitUp/status/816077361397387264,AmLitUp,n
3 Things for Canada,"<p class=""TweetTextSize js-tweet-text tweet-text"" data-aria-label-part=""4"" lang=""en"">Say, got someThing big you want to get off the ground in Alberta to celebrate <a class=""twitter-hashtag pretty-link js-nav"" data-query-source=""hashtag_click"" dir=""ltr"" href=""/hashtag/Canada150?src=hash""><s>#</s><b>Canada150</b></a>? Might be a grant for that. <a class=""twitter-hashtag pretty-link js-nav"" data-query-source=""hashtag_click"" dir=""ltr"" href=""/hashtag/3thingsforcanada?src=hash""><s>#</s><b><strong>3thingsforcanada</strong></b></a> <a class=""twitter-timeline-link u-hidden"" data-expanded-url=""https://twitter.com/albertaculture/status/815981347340689408"" dir=""ltr"" href=""https://t.co/Yol2l2VIeF"" rel=""nofollow noopener"" target=""_blank"" title=""https://twitter.com/albertaculture/status/815981347340689408""><span class=""tco-ellipsis""></span><span class=""invisible"">https://</span><span class=""js-display-url"">twitter.com/albertaculture</span><span class=""invisible"">/status/815981347340689408</span><span class=""tco-ellipsis""><span class=""invisible""> </span>…</span></a></p>",8.16E+17,6,0,5,"Say, got someThing big you want to get off the ground in Alberta to celebrate #Canada150? Might be a grant for that. #3thingsforcanada https://twitter.com/albertaculture/status/815981347340689408 …",2017-01-03T00:07:29,/3ThingsCanada/status/816073459302207488,3ThingsCanada,n
3 Things for Canada,"<p class=""TweetTextSize js-tweet-text tweet-text"" data-aria-label-part=""4"" lang=""en"">This is how we get EVERYBODY talking about <a class=""twitter-hashtag pretty-link js-nav"" data-query-source=""hashtag_click"" dir=""ltr"" href=""/hashtag/3thingsforcanada?src=hash""><s>#</s><b><strong>3thingsforcanada</strong></b></a> - at the dinner table, with friends, neighbours, co-workers... <a class=""twitter-hashtag pretty-link js-nav"" data-query-source=""hashtag_click"" dir=""ltr"" href=""/hashtag/Canada150?src=hash""><s>#</s><b>Canada150</b></a><a class=""twitter-timeline-link u-hidden"" data-expanded-url=""https://twitter.com/mns7676/status/816042565216641024"" dir=""ltr"" href=""https://t.co/egDaZWxdCv"" rel=""nofollow noopener"" target=""_blank"" title=""https://twitter.com/mns7676/status/816042565216641024""><span class=""tco-ellipsis""></span><span class=""invisible"">https://</span><span class=""js-display-url"">twitter.com/mns7676/status</span><span class=""invisible"">/816042565216641024</span><span class=""tco-ellipsis""><span class=""invisible""> </span>…</span></a></p>",8.16E+17,0,0,0,"This is how we get EVERYBODY talking about #3thingsforcanada - at the dinner table, with friends, neighbours, co-workers... #Canada150https://twitter.com/mns7676/status/816042565216641024 …",2017-01-02T22:36:54,/3ThingsCanada/status/816050662718869504,3ThingsCanada,n
3 Things for Canada,"<p class=""TweetTextSize js-tweet-text tweet-text"" data-aria-label-part=""0"" lang=""en"">We like the way you think. Thanks for sharing our initiative. Can't wait to hear your <a class=""twitter-hashtag pretty-link js-nav"" data-query-source=""hashtag_click"" dir=""ltr"" href=""/hashtag/3thingsforcanada?src=hash""><s>#</s><b><strong>3thingsforcanada</strong></b></a>.</p>",8.16E+17,1,0,1,We like the way you think. Thanks for sharing our initiative. Can't wait to hear your #3thingsforcanada.,2017-01-02T22:33:24,/3ThingsCanada/status/816049784330928128,3ThingsCanada,n
3 Things for Canada,"<p class=""TweetTextSize js-tweet-text tweet-text"" data-aria-label-part=""4"" lang=""en"">Working towards reconciliation - what a beautiful gift to Canada that would be in 2017. <a class=""twitter-hashtag pretty-link js-nav"" data-query-source=""hashtag_click"" dir=""ltr"" href=""/hashtag/3thingsforcanada?src=hash""><s>#</s><b><strong>3thingsforcanada</strong></b></a> <a class=""twitter-hashtag pretty-link js-nav"" data-query-source=""hashtag_click"" dir=""ltr"" href=""/hashtag/Canada150?src=hash""><s>#</s><b>Canada150</b></a><a class=""twitter-timeline-link u-hidden"" data-expanded-url=""https://twitter.com/historicacanada/status/815927141170712576"" dir=""ltr"" href=""https://t.co/uxKyCrzBjk"" rel=""nofollow noopener"" target=""_blank"" title=""https://twitter.com/historicacanada/status/815927141170712576""><span class=""tco-ellipsis""></span><span class=""invisible"">https://</span><span class=""js-display-url"">twitter.com/historicacanad</span><span class=""invisible"">a/status/815927141170712576</span><span class=""tco-ellipsis""><span class=""invisible""> </span>…</span></a></p>",8.16E+17,12,0,8,Working towards reconciliation - what a beautiful gift to Canada that would be in 2017. #3thingsforcanada #Canada150https://twitter.com/historicacanada/status/815927141170712576 …,2017-01-02T14:33:20,/3ThingsCanada/status/815928969455222784,3ThingsCanada,n
3 Things for Canada,"<p class=""TweetTextSize js-tweet-text tweet-text"" data-aria-label-part=""0"" lang=""en"">Aw, shucks! Thanks for helping us spread the word coast to coast to coast. <a class=""twitter-hashtag pretty-link js-nav"" data-query-source=""hashtag_click"" dir=""ltr"" href=""/hashtag/3thingsforcanada?src=hash""><s>#</s><b><strong>3thingsforcanada</strong></b></a></p>",8.16E+17,2,0,0,"Aw, shucks! Thanks for helping us spread the word coast to coast to coast. #3thingsforcanada",2017-01-02T06:00:44,/3ThingsCanada/status/815799970951372801,3ThingsCanada,n
3 Things for Canada,"<p class=""TweetTextSize js-tweet-text tweet-text"" data-aria-label-part=""4"" lang=""en"">We have no doubt you can. Keep us posted, <a class=""twitter-hashtag pretty-link js-nav"" data-query-source=""hashtag_click"" dir=""ltr"" href=""/hashtag/LdnOnt?src=hash""><s>#</s><b>LdnOnt</b></a> <a class=""twitter-hashtag pretty-link js-nav"" data-query-source=""hashtag_click"" dir=""ltr"" href=""/hashtag/3thingsforcanada?src=hash""><s>#</s><b><strong>3thingsforcanada</strong></b></a> <a class=""twitter-hashtag pretty-link js-nav"" data-query-source=""hashtag_click"" dir=""ltr"" href=""/hashtag/Canada150?src=hash""><s>#</s><b>Canada150</b></a><a class=""twitter-timeline-link u-hidden"" data-expanded-url=""https://twitter.com/walterrogers1/status/815785283736182784"" dir=""ltr"" href=""https://t.co/09AzI5UeWm"" rel=""nofollow noopener"" target=""_blank"" title=""https://twitter.com/walterrogers1/status/815785283736182784""><span class=""tco-ellipsis""></span><span class=""invisible"">https://</span><span class=""js-display-url"">twitter.com/walterrogers1/</span><span class=""invisible"">status/815785283736182784</span><span class=""tco-ellipsis""><span class=""invisible""> </span>…</span></a></p>",8.16E+17,1,0,1,"We have no doubt you can. Keep us posted, #LdnOnt #3thingsforcanada #Canada150https://twitter.com/walterrogers1/status/815785283736182784 …",2017-01-02T05:58:25,/3ThingsCanada/status/815799386550595584,3ThingsCanada,n
Magitude,"<p class=""TweetTextSize js-tweet-text tweet-text"" data-aria-label-part=""0"" lang=""en"">It is Canada's Sesquicentennial year! How will you create Magitude? Magic + Gratitude = Magitude. <a class=""twitter-hashtag pretty-link js-nav"" data-query-source=""hashtag_click"" dir=""ltr"" href=""/hashtag/Magitude?src=hash""><s>#</s><b>Magitude</b></a> <a class=""twitter-hashtag pretty-link js-nav"" data-query-source=""hashtag_click"" dir=""ltr"" href=""/hashtag/magitude2017?src=hash""><s>#</s><b>magitude2017</b></a> <a class=""twitter-hashtag pretty-link js-nav"" data-query-source=""hashtag_click"" dir=""ltr"" href=""/hashtag/3thingsforcanada?src=hash""><s>#</s><b><strong>3thingsforcanada</strong></b></a></p>",8.16E+17,1,0,0,It is Canada's Sesquicentennial year! How will you create Magitude? Magic + Gratitude = Magitude. #Magitude #magitude2017 #3thingsforcanada,2017-01-02T05:19:50,/MagitudeMoment/status/815789678464929793,MagitudeMoment,n
Walter Rogers,"<p class=""TweetTextSize js-tweet-text tweet-text"" data-aria-label-part=""4"" lang=""en"">Can <a class=""twitter-hashtag pretty-link js-nav"" data-query-source=""hashtag_click"" dir=""ltr"" href=""/hashtag/ldnont?src=hash""><s>#</s><b>ldnont</b></a> folks imagine <a class=""twitter-hashtag pretty-link js-nav"" data-query-source=""hashtag_click"" dir=""ltr"" href=""/hashtag/3thingsforcanada?src=hash""><s>#</s><b><strong>3thingsforcanada</strong></b></a> for <a class=""twitter-hashtag pretty-link js-nav"" data-query-source=""hashtag_click"" dir=""ltr"" href=""/hashtag/canada150?src=hash""><s>#</s><b>canada150</b></a> I think we can<a class=""twitter-timeline-link u-hidden"" data-expanded-url=""https://twitter.com/3ThingsCanada/status/815637000082497536"" dir=""ltr"" href=""https://t.co/U6gWisKRfV"" rel=""nofollow noopener"" target=""_blank"" title=""https://twitter.com/3ThingsCanada/status/815637000082497536""><span class=""tco-ellipsis""></span><span class=""invisible"">https://</span><span class=""js-display-url"">twitter.com/3ThingsCanada/</span><span class=""invisible"">status/815637000082497536</span><span class=""tco-ellipsis""><span class=""invisible""> </span>…</span></a></p>",8.16E+17,1,0,1,Can #ldnont folks imagine #3thingsforcanada for #canada150 I think we canhttps://twitter.com/3ThingsCanada/status/815637000082497536 …,2017-01-02T05:02:22,/WalterRogers1/status/815785283736182784,WalterRogers1,n
Estelle Metayer,"<p class=""TweetTextSize js-tweet-text tweet-text"" data-aria-label-part=""4"" lang=""en""><a class=""twitter-atreply pretty-link js-nav"" data-mentioned-user-id=""33798654"" dir=""ltr"" href=""/nenshi""><s>@</s><b>nenshi</b></a> did not waste any time <a class=""twitter-hashtag pretty-link js-nav"" data-query-source=""hashtag_click"" dir=""ltr"" href=""/hashtag/3thingsforcanada?src=hash""><s>#</s><b><strong>3thingsforcanada</strong></b></a> <a class=""twitter-hashtag pretty-link js-nav"" data-query-source=""hashtag_click"" dir=""ltr"" href=""/hashtag/canada150?src=hash""><s>#</s><b>canada150</b></a> ...<a class=""twitter-timeline-link u-hidden"" data-expanded-url=""https://twitter.com/nenshi/status/815690285095129089"" dir=""ltr"" href=""https://t.co/QgVihK9zze"" rel=""nofollow noopener"" target=""_blank"" title=""https://twitter.com/nenshi/status/815690285095129089""><span class=""tco-ellipsis""></span><span class=""invisible"">https://</span><span class=""js-display-url"">twitter.com/nenshi/status/</span><span class=""invisible"">815690285095129089</span><span class=""tco-ellipsis""><span class=""invisible""> </span>…</span></a></p>",8.16E+17,0,0,1,@nenshi did not waste any time #3thingsforcanada #canada150 ...https://twitter.com/nenshi/status/815690285095129089 …,2017-01-02T04:40:13,/Competia/status/815779709413953536,Competia,n
Alberta Champions,"<p class=""TweetTextSize js-tweet-text tweet-text"" data-aria-label-part=""4"" lang=""en""><a class=""twitter-hashtag pretty-link js-nav"" data-query-source=""hashtag_click"" dir=""ltr"" href=""/hashtag/3ThingsforCanada?src=hash""><s>#</s><b><strong>3ThingsforCanada</strong></b></a> in 2017 with #@canada150in150  Let's do it! <a class=""twitter-timeline-link u-hidden"" data-expanded-url=""https://twitter.com/nenshi/status/815690285095129089"" dir=""ltr"" href=""https://t.co/8lOpi8QTVq"" rel=""nofollow noopener"" target=""_blank"" title=""https://twitter.com/nenshi/status/815690285095129089""><span class=""tco-ellipsis""></span><span class=""invisible"">https://</span><span class=""js-display-url"">twitter.com/nenshi/status/</span><span class=""invisible"">815690285095129089</span><span class=""tco-ellipsis""><span class=""invisible""> </span>…</span></a></p>",8.16E+17,1,0,0,#3ThingsforCanada in 2017 with #@canada150in150  Let's do it! https://twitter.com/nenshi/status/815690285095129089 …,2017-01-01T23:52:17,/AlbertaChampion/status/815707246529085440,AlbertaChampion,n
Nan McFadgen,"<p class=""TweetTextSize js-tweet-text tweet-text"" data-aria-label-part=""4"" lang=""en""><a class=""twitter-hashtag pretty-link js-nav"" data-query-source=""hashtag_click"" dir=""ltr"" href=""/hashtag/3thingsforcanada?src=hash""><s>#</s><b><strong>3thingsforcanada</strong></b></a> what a lovely idea. <a class=""twitter-hashtag pretty-link js-nav"" data-query-source=""hashtag_click"" dir=""ltr"" href=""/hashtag/community?src=hash""><s>#</s><b>community</b></a> <a class=""twitter-hashtag pretty-link js-nav"" data-query-source=""hashtag_click"" dir=""ltr"" href=""/hashtag/unions?src=hash""><s>#</s><b>unions</b></a> <a class=""twitter-hashtag pretty-link js-nav"" data-query-source=""hashtag_click"" dir=""ltr"" href=""/hashtag/Canpoli?src=hash""><s>#</s><b>Canpoli</b></a> <a class=""twitter-hashtag pretty-link js-nav"" data-query-source=""hashtag_click"" dir=""ltr"" href=""/hashtag/nspoli?src=hash""><s>#</s><b>nspoli</b></a><a class=""twitter-timeline-link u-hidden"" data-expanded-url=""https://twitter.com/nenshi/status/815690285095129089"" dir=""ltr"" href=""https://t.co/DcEoagLOjo"" rel=""nofollow noopener"" target=""_blank"" title=""https://twitter.com/nenshi/status/815690285095129089""><span class=""tco-ellipsis""></span><span class=""invisible"">https://</span><span class=""js-display-url"">twitter.com/nenshi/status/</span><span class=""invisible"">815690285095129089</span><span class=""tco-ellipsis""><span class=""invisible""> </span>…</span></a></p>",8.16E+17,2,0,0,#3thingsforcanada what a lovely idea. #community #unions #Canpoli #nspolihttps://twitter.com/nenshi/status/815690285095129089 …,2017-01-01T22:50:10,/NanMcFadgen/status/815691616577028096,NanMcFadgen,n
Don Ferguson,"<p class=""TweetTextSize js-tweet-text tweet-text"" data-aria-label-part=""4"" lang=""en"">Challenging all <a class=""twitter-atreply pretty-link js-nav"" data-mentioned-user-id=""32804353"" dir=""ltr"" href=""/PWAwrestlingca""><s>@</s><b>PWAwrestlingca</b></a> fans to do <a class=""twitter-hashtag pretty-link js-nav"" data-query-source=""hashtag_click"" dir=""ltr"" href=""/hashtag/3thingsforcanada?src=hash""><s>#</s><b><strong>3thingsforcanada</strong></b></a> <a class=""twitter-timeline-link u-hidden"" data-expanded-url=""https://twitter.com/nenshi/status/815690285095129089"" dir=""ltr"" href=""https://t.co/mq9L2sgqh5"" rel=""nofollow noopener"" target=""_blank"" title=""https://twitter.com/nenshi/status/815690285095129089""><span class=""tco-ellipsis""></span><span class=""invisible"">https://</span><span class=""js-display-url"">twitter.com/nenshi/status/</span><span class=""invisible"">815690285095129089</span><span class=""tco-ellipsis""><span class=""invisible""> </span>…</span></a></p>",8.16E+17,1,0,0,Challenging all @PWAwrestlingca fans to do #3thingsforcanada https://twitter.com/nenshi/status/815690285095129089 …,2017-01-01T22:48:55,/SgtHazardPWA/status/815691301517594624,SgtHazardPWA,n
Sandra Moore,"<p class=""TweetTextSize js-tweet-text tweet-text"" data-aria-label-part=""4"" lang=""en"">Excited to get started on my <a class=""twitter-hashtag pretty-link js-nav"" data-query-source=""hashtag_click"" dir=""ltr"" href=""/hashtag/3ThingsforCanada?src=hash""><s>#</s><b><strong>3ThingsforCanada</strong></b></a> by putting up a Little Free Library on my fence in East Glen this month <a class=""twitter-hashtag pretty-link js-nav"" data-query-source=""hashtag_click"" dir=""ltr"" href=""/hashtag/medhat?src=hash""><s>#</s><b>medhat</b></a><a class=""twitter-timeline-link u-hidden"" data-expanded-url=""https://twitter.com/nenshi/status/815690285095129089"" dir=""ltr"" href=""https://t.co/QrSgZDIfiu"" rel=""nofollow noopener"" target=""_blank"" title=""https://twitter.com/nenshi/status/815690285095129089""><span class=""tco-ellipsis""></span><span class=""invisible"">https://</span><span class=""js-display-url"">twitter.com/nenshi/status/</span><span class=""invisible"">815690285095129089</span><span class=""tco-ellipsis""><span class=""invisible""> </span>…</span></a></p>",8.16E+17,9,1,3,Excited to get started on my #3ThingsforCanada by putting up a Little Free Library on my fence in East Glen this month #medhathttps://twitter.com/nenshi/status/815690285095129089 …,2017-01-01T22:48:55,/sledmoore/status/815691300053749760,sledmoore,y
